        Date        , GPU Core Clock [MHz] , GPU Core Clock [MHz] , GPU Temperature [°C] , Fan Speed (%) [%] , Fan Speed (RPM) [RPM] , Memory Used [MB] , GPU Load [%] , Memory Controller Load [%] , Video Engine Load [%] , Bus Interface Load [%] , Power Consumption [% TDP] , PerfCap Reason [] , VDDC [V] ,
2018-01-25 16:47:01 ,             1050.5   ,             1502.3   ,               46.0   ,              28   ,                1204   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    26.0   ,              16   , 1.0120   ,
2018-01-25 16:47:02 ,             1050.5   ,             1502.3   ,               46.0   ,              28   ,                1204   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    26.0   ,              16   , 1.0120   ,
2018-01-25 16:47:03 ,             1050.5   ,             1502.3   ,               46.0   ,              28   ,                1204   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    26.0   ,              16   , 1.0120   ,
2018-01-25 16:47:04 ,             1050.5   ,             1502.3   ,               46.0   ,              28   ,                1204   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    26.0   ,              16   , 1.0120   ,
2018-01-25 16:47:05 ,             1050.5   ,             1502.3   ,               46.0   ,              28   ,                1204   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    26.0   ,              16   , 1.0120   ,
2018-01-25 16:47:06 ,             1050.5   ,             1502.3   ,               46.0   ,              28   ,                1204   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    26.1   ,              16   , 1.0120   ,
2018-01-25 16:47:07 ,             1050.5   ,             1502.3   ,               46.0   ,              28   ,                1203   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    26.0   ,              16   , 1.0120   ,
2018-01-25 16:47:08 ,             1050.5   ,             1502.3   ,               46.0   ,              28   ,                1204   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    26.0   ,              16   , 1.0120   ,
2018-01-25 16:47:09 ,             1050.5   ,             1502.3   ,               46.0   ,              28   ,                1204   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    26.0   ,              16   , 1.0120   ,
2018-01-25 16:47:10 ,             1050.5   ,             1502.3   ,               46.0   ,              28   ,                1205   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    26.0   ,              16   , 1.0120   ,
2018-01-25 16:47:11 ,             1050.5   ,             1502.3   ,               46.0   ,              28   ,                1204   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    26.1   ,              16   , 1.0120   ,
2018-01-25 16:47:12 ,             1050.5   ,             1502.3   ,               46.0   ,              28   ,                1204   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    26.0   ,              16   , 1.0120   ,
2018-01-25 16:47:13 ,             1050.5   ,             1502.3   ,               46.0   ,              28   ,                1204   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    26.0   ,              16   , 1.0120   ,
2018-01-25 16:47:14 ,             1050.5   ,             1502.3   ,               46.0   ,              28   ,                1204   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    26.1   ,              16   , 1.0120   ,
2018-01-25 16:47:15 ,             1050.5   ,             1502.3   ,               46.0   ,              28   ,                1204   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    25.9   ,              16   , 1.0120   ,
2018-01-25 16:47:16 ,             1050.5   ,             1502.3   ,               46.0   ,              28   ,                1204   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    26.1   ,              16   , 1.0120   ,
2018-01-25 16:47:17 ,             1050.5   ,             1502.3   ,               46.0   ,              28   ,                1204   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    26.0   ,              16   , 1.0120   ,
2018-01-25 16:47:18 ,             1050.5   ,             1502.3   ,               46.0   ,              28   ,                1204   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    26.0   ,              16   , 1.0120   ,
2018-01-25 16:47:19 ,             1050.5   ,             1502.3   ,               46.0   ,              28   ,                1204   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    26.0   ,              16   , 1.0120   ,
2018-01-25 16:47:20 ,             1050.5   ,             1502.3   ,               46.0   ,              28   ,                1203   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    26.0   ,              16   , 1.0120   ,
2018-01-25 16:47:21 ,             1050.5   ,             1502.3   ,               46.0   ,              28   ,                1206   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    26.0   ,              16   , 1.0120   ,
2018-01-25 16:47:22 ,             1050.5   ,             1502.3   ,               46.0   ,              28   ,                1205   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    26.1   ,              16   , 1.0120   ,
2018-01-25 16:47:23 ,             1050.5   ,             1502.3   ,               46.0   ,              28   ,                1204   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    26.1   ,              16   , 1.0120   ,
2018-01-25 16:47:24 ,             1050.5   ,             1502.3   ,               46.0   ,              28   ,                1204   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    25.9   ,              16   , 1.0120   ,
2018-01-25 16:47:25 ,             1050.5   ,             1502.3   ,               46.0   ,              28   ,                1204   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    26.0   ,              16   , 1.0120   ,
2018-01-25 16:47:26 ,             1050.5   ,             1502.3   ,               46.0   ,              28   ,                1204   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    26.0   ,              16   , 1.0120   ,
2018-01-25 16:47:27 ,             1050.5   ,             1502.3   ,               46.0   ,              28   ,                1204   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    26.0   ,              16   , 1.0120   ,
2018-01-25 16:47:28 ,             1050.5   ,             1502.3   ,               46.0   ,              28   ,                1204   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    26.0   ,              16   , 1.0120   ,
2018-01-25 16:47:29 ,             1050.5   ,             1502.3   ,               46.0   ,              28   ,                1204   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    26.1   ,              16   , 1.0120   ,
2018-01-25 16:47:30 ,             1050.5   ,             1502.3   ,               46.0   ,              28   ,                1204   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    26.1   ,              16   , 1.0120   ,
2018-01-25 16:47:31 ,             1050.5   ,             1502.3   ,               46.0   ,              28   ,                1204   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    26.1   ,              16   , 1.0120   ,
2018-01-25 16:47:32 ,             1050.5   ,             1502.3   ,               46.0   ,              28   ,                1203   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    26.0   ,              16   , 1.0120   ,
2018-01-25 16:47:33 ,             1050.5   ,             1502.3   ,               46.0   ,              28   ,                1203   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    26.0   ,              16   , 1.0120   ,
2018-01-25 16:47:34 ,             1050.5   ,             1502.3   ,               46.0   ,              28   ,                1204   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    26.0   ,              16   , 1.0120   ,
2018-01-25 16:47:35 ,             1050.5   ,             1502.3   ,               46.0   ,              28   ,                1204   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    26.0   ,              16   , 1.0120   ,
2018-01-25 16:47:36 ,             1050.5   ,             1502.3   ,               46.0   ,              28   ,                1204   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    26.0   ,              16   , 1.0120   ,
2018-01-25 16:47:37 ,             1050.5   ,             1502.3   ,               46.0   ,              28   ,                1204   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    26.0   ,              16   , 1.0120   ,
2018-01-25 16:47:38 ,             1050.5   ,             1502.3   ,               46.0   ,              28   ,                1204   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    26.1   ,              16   , 1.0120   ,
2018-01-25 16:47:39 ,             1050.5   ,             1502.3   ,               46.0   ,              28   ,                1204   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    26.0   ,              16   , 1.0120   ,
2018-01-25 16:47:40 ,             1050.5   ,             1502.3   ,               46.0   ,              28   ,                1203   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    26.0   ,              16   , 1.0120   ,
2018-01-25 16:47:41 ,             1050.5   ,             1502.3   ,               46.0   ,              28   ,                1202   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    25.9   ,              16   , 1.0120   ,
2018-01-25 16:47:42 ,             1050.5   ,             1502.3   ,               46.0   ,              28   ,                1203   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    26.0   ,              16   , 1.0120   ,
2018-01-25 16:47:43 ,             1050.5   ,             1502.3   ,               46.0   ,              28   ,                1204   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    25.9   ,              16   , 1.0120   ,
2018-01-25 16:47:44 ,             1050.5   ,             1502.3   ,               46.0   ,              28   ,                1202   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    26.0   ,              16   , 1.0120   ,
2018-01-25 16:47:45 ,             1050.5   ,             1502.3   ,               46.0   ,              28   ,                1203   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    26.0   ,              16   , 1.0120   ,
2018-01-25 16:47:46 ,             1050.5   ,             1502.3   ,               46.0   ,              28   ,                1203   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    26.0   ,              16   , 1.0120   ,
2018-01-25 16:47:47 ,             1050.5   ,             1502.3   ,               46.0   ,              28   ,                1203   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    25.9   ,              16   , 1.0120   ,
2018-01-25 16:47:48 ,             1050.5   ,             1502.3   ,               46.0   ,              28   ,                1203   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    26.0   ,              16   , 1.0120   ,
2018-01-25 16:47:49 ,             1050.5   ,             1502.3   ,               46.0   ,              28   ,                1203   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    26.0   ,              16   , 1.0120   ,
2018-01-25 16:47:50 ,             1050.5   ,             1502.3   ,               46.0   ,              28   ,                1204   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    26.0   ,              16   , 1.0120   ,
2018-01-25 16:47:51 ,             1050.5   ,             1502.3   ,               46.0   ,              28   ,                1203   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    25.9   ,              16   , 1.0120   ,
2018-01-25 16:47:52 ,             1050.5   ,             1502.3   ,               46.0   ,              28   ,                1202   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    26.0   ,              16   , 1.0120   ,
2018-01-25 16:47:53 ,             1050.5   ,             1502.3   ,               46.0   ,              28   ,                1203   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    26.0   ,              16   , 1.0120   ,
2018-01-25 16:47:54 ,             1050.5   ,             1502.3   ,               46.0   ,              28   ,                1203   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    25.9   ,              16   , 1.0120   ,
2018-01-25 16:47:55 ,             1050.5   ,             1502.3   ,               46.0   ,              28   ,                1201   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    26.1   ,              16   , 1.0120   ,
2018-01-25 16:47:56 ,             1050.5   ,             1502.3   ,               46.0   ,              28   ,                1202   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    26.0   ,              16   , 1.0120   ,
2018-01-25 16:47:57 ,             1050.5   ,             1502.3   ,               46.0   ,              28   ,                1202   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    26.0   ,              16   , 1.0120   ,
2018-01-25 16:47:58 ,             1050.5   ,             1502.3   ,               46.0   ,              28   ,                1203   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    26.0   ,              16   , 1.0120   ,
2018-01-25 16:47:59 ,             1050.5   ,             1502.3   ,               46.0   ,              28   ,                1201   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    26.0   ,              16   , 1.0120   ,
2018-01-25 16:48:00 ,             1050.5   ,             1502.3   ,               46.0   ,              28   ,                1202   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    26.0   ,              16   , 1.0120   ,
2018-01-25 16:48:01 ,             1050.5   ,             1502.3   ,               46.0   ,              28   ,                1202   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    26.0   ,              16   , 1.0120   ,
2018-01-25 16:48:02 ,             1050.5   ,             1502.3   ,               46.0   ,              28   ,                1201   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    25.9   ,              16   , 1.0120   ,
2018-01-25 16:48:03 ,             1050.5   ,             1502.3   ,               46.0   ,              28   ,                1201   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    26.0   ,              16   , 1.0120   ,
2018-01-25 16:48:04 ,             1050.5   ,             1502.3   ,               46.0   ,              28   ,                1203   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    26.1   ,              16   , 1.0120   ,
2018-01-25 16:48:05 ,             1050.5   ,             1502.3   ,               46.0   ,              28   ,                1202   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    25.9   ,              16   , 1.0120   ,
2018-01-25 16:48:06 ,             1050.5   ,             1502.3   ,               46.0   ,              28   ,                1202   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    26.1   ,              16   , 1.0120   ,
2018-01-25 16:48:07 ,             1050.5   ,             1502.3   ,               46.0   ,              28   ,                1203   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    26.0   ,              16   , 1.0120   ,
2018-01-25 16:48:08 ,             1050.5   ,             1502.3   ,               46.0   ,              28   ,                1201   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    25.9   ,              16   , 1.0120   ,
2018-01-25 16:48:09 ,             1050.5   ,             1502.3   ,               46.0   ,              28   ,                1203   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    26.0   ,              16   , 1.0120   ,
2018-01-25 16:48:10 ,             1050.5   ,             1502.3   ,               46.0   ,              28   ,                1201   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    26.0   ,              16   , 1.0120   ,
2018-01-25 16:48:11 ,             1050.5   ,             1502.3   ,               46.0   ,              28   ,                1202   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    26.0   ,              16   , 1.0120   ,
2018-01-25 16:48:12 ,             1050.5   ,             1502.3   ,               46.0   ,              28   ,                1202   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    26.0   ,              16   , 1.0120   ,
2018-01-25 16:48:13 ,             1050.5   ,             1502.3   ,               46.0   ,              28   ,                1203   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    25.9   ,              16   , 1.0120   ,
2018-01-25 16:48:14 ,             1050.5   ,             1502.3   ,               46.0   ,              28   ,                1201   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    26.0   ,              16   , 1.0120   ,
2018-01-25 16:48:15 ,             1050.5   ,             1502.3   ,               46.0   ,              28   ,                1202   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    26.0   ,              16   , 1.0120   ,
2018-01-25 16:48:16 ,             1050.5   ,             1502.3   ,               46.0   ,              28   ,                1202   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    26.0   ,              16   , 1.0120   ,
2018-01-25 16:48:17 ,             1050.5   ,             1502.3   ,               46.0   ,              28   ,                1202   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    26.0   ,              16   , 1.0120   ,
2018-01-25 16:48:18 ,             1050.5   ,             1502.3   ,               46.0   ,              28   ,                1203   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    26.0   ,              16   , 1.0120   ,
2018-01-25 16:48:19 ,             1050.5   ,             1502.3   ,               46.0   ,              28   ,                1202   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    26.0   ,              16   , 1.0120   ,
2018-01-25 16:48:20 ,             1050.5   ,             1502.3   ,               46.0   ,              27   ,                1200   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    26.0   ,              16   , 1.0120   ,
2018-01-25 16:48:21 ,             1050.5   ,             1502.3   ,               46.0   ,              27   ,                1202   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    26.0   ,              16   , 1.0120   ,
2018-01-25 16:48:22 ,             1050.5   ,             1502.3   ,               46.0   ,              27   ,                1200   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    26.0   ,              16   , 1.0120   ,
2018-01-25 16:48:23 ,             1050.5   ,             1502.3   ,               46.0   ,              27   ,                1202   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    26.0   ,              16   , 1.0120   ,
2018-01-25 16:48:24 ,             1050.5   ,             1502.3   ,               46.0   ,              27   ,                1201   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    26.0   ,              16   , 1.0120   ,
2018-01-25 16:48:25 ,             1050.5   ,             1502.3   ,               46.0   ,              27   ,                1202   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    25.9   ,              16   , 1.0120   ,
2018-01-25 16:48:26 ,             1050.5   ,             1502.3   ,               46.0   ,              27   ,                1200   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    26.0   ,              16   , 1.0120   ,
2018-01-25 16:48:27 ,             1050.5   ,             1502.3   ,               46.0   ,              27   ,                1201   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    26.0   ,              16   , 1.0120   ,
2018-01-25 16:48:28 ,             1050.5   ,             1502.3   ,               46.0   ,              27   ,                1201   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    26.0   ,              16   , 1.0120   ,
2018-01-25 16:48:29 ,             1050.5   ,             1502.3   ,               46.0   ,              27   ,                1201   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    26.0   ,              16   , 1.0120   ,
2018-01-25 16:48:30 ,             1050.5   ,             1502.3   ,               46.0   ,              27   ,                1202   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    26.0   ,              16   , 1.0120   ,
2018-01-25 16:48:31 ,             1050.5   ,             1502.3   ,               46.0   ,              27   ,                1202   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    25.9   ,              16   , 1.0120   ,
2018-01-25 16:48:32 ,             1050.5   ,             1502.3   ,               46.0   ,              27   ,                1200   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    26.0   ,              16   , 1.0120   ,
2018-01-25 16:48:33 ,             1050.5   ,             1502.3   ,               46.0   ,              27   ,                1201   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    26.0   ,              16   , 1.0120   ,
2018-01-25 16:48:34 ,             1050.5   ,             1502.3   ,               46.0   ,              27   ,                1200   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    26.0   ,              16   , 1.0120   ,
2018-01-25 16:48:35 ,             1050.5   ,             1502.3   ,               46.0   ,              27   ,                1201   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    26.0   ,              16   , 1.0120   ,
2018-01-25 16:48:36 ,             1050.5   ,             1502.3   ,               46.0   ,              27   ,                1201   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    25.9   ,              16   , 1.0120   ,
2018-01-25 16:48:37 ,             1050.5   ,             1502.3   ,               46.0   ,              27   ,                1201   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    25.9   ,              16   , 1.0120   ,
2018-01-25 16:48:38 ,             1050.5   ,             1502.3   ,               46.0   ,              27   ,                1201   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    26.0   ,              16   , 1.0120   ,
2018-01-25 16:48:39 ,             1050.5   ,             1502.3   ,               46.0   ,              27   ,                1201   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    25.9   ,              16   , 1.0120   ,
2018-01-25 16:48:40 ,             1050.5   ,             1502.3   ,               46.0   ,              27   ,                1201   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    26.0   ,              16   , 1.0120   ,
2018-01-25 16:48:41 ,             1050.5   ,             1502.3   ,               46.0   ,              27   ,                1200   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    26.0   ,              16   , 1.0120   ,
2018-01-25 16:48:42 ,             1050.5   ,             1502.3   ,               46.0   ,              27   ,                1201   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    26.0   ,              16   , 1.0120   ,
2018-01-25 16:48:43 ,             1050.5   ,             1502.3   ,               46.0   ,              27   ,                1201   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    25.9   ,              16   , 1.0120   ,
2018-01-25 16:48:44 ,             1050.5   ,             1502.3   ,               46.0   ,              27   ,                1201   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    26.1   ,              16   , 1.0120   ,
2018-01-25 16:48:45 ,             1050.5   ,             1502.3   ,               46.0   ,              27   ,                1201   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    26.0   ,              16   , 1.0120   ,
2018-01-25 16:48:46 ,             1050.5   ,             1502.3   ,               46.0   ,              27   ,                1202   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    25.9   ,              16   , 1.0120   ,
2018-01-25 16:48:47 ,             1050.5   ,             1502.3   ,               46.0   ,              27   ,                1201   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    26.0   ,              16   , 1.0120   ,
2018-01-25 16:48:48 ,             1050.5   ,             1502.3   ,               46.0   ,              27   ,                1200   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    26.0   ,              16   , 1.0120   ,
2018-01-25 16:48:49 ,             1050.5   ,             1502.3   ,               46.0   ,              27   ,                1202   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    26.0   ,              16   , 1.0120   ,
2018-01-25 16:48:50 ,             1050.5   ,             1502.3   ,               46.0   ,              27   ,                1202   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    26.0   ,              16   , 1.0120   ,
2018-01-25 16:48:51 ,             1050.5   ,             1502.3   ,               46.0   ,              27   ,                1201   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    26.0   ,              16   , 1.0120   ,
2018-01-25 16:48:52 ,             1050.5   ,             1502.3   ,               46.0   ,              27   ,                1200   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    26.0   ,              16   , 1.0120   ,
2018-01-25 16:48:53 ,             1050.5   ,             1502.3   ,               46.0   ,              27   ,                1200   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    26.0   ,              16   , 1.0120   ,
2018-01-25 16:48:54 ,             1050.5   ,             1502.3   ,               46.0   ,              27   ,                1202   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    26.0   ,              16   , 1.0120   ,
2018-01-25 16:48:55 ,             1050.5   ,             1502.3   ,               46.0   ,              27   ,                1200   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    26.0   ,              16   , 1.0120   ,
2018-01-25 16:48:56 ,             1050.5   ,             1502.3   ,               46.0   ,              27   ,                1202   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    26.0   ,              16   , 1.0120   ,
2018-01-25 16:48:57 ,             1050.5   ,             1502.3   ,               46.0   ,              27   ,                1199   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    26.0   ,              16   , 1.0120   ,
2018-01-25 16:48:58 ,             1050.5   ,             1502.3   ,               46.0   ,              27   ,                1201   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    26.0   ,              16   , 1.0120   ,
2018-01-25 16:48:59 ,             1050.5   ,             1502.3   ,               46.0   ,              27   ,                1200   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    26.0   ,              16   , 1.0120   ,
2018-01-25 16:49:00 ,             1050.5   ,             1502.3   ,               46.0   ,              27   ,                1199   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    26.0   ,              16   , 1.0120   ,
2018-01-25 16:49:01 ,             1050.5   ,             1502.3   ,               46.0   ,              27   ,                1200   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    26.0   ,              16   , 1.0120   ,
2018-01-25 16:49:02 ,             1050.5   ,             1502.3   ,               46.0   ,              27   ,                1200   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    26.0   ,              16   , 1.0120   ,
2018-01-25 16:49:03 ,             1050.5   ,             1502.3   ,               46.0   ,              27   ,                1199   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    26.0   ,              16   , 1.0120   ,
2018-01-25 16:49:04 ,             1050.5   ,             1502.3   ,               46.0   ,              27   ,                1200   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    26.0   ,              16   , 1.0120   ,
2018-01-25 16:49:05 ,             1050.5   ,             1502.3   ,               46.0   ,              27   ,                1201   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    26.0   ,              16   , 1.0120   ,
2018-01-25 16:49:06 ,             1050.5   ,             1502.3   ,               46.0   ,              27   ,                1199   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    26.0   ,              16   , 1.0120   ,
2018-01-25 16:49:07 ,             1050.5   ,             1502.3   ,               46.0   ,              27   ,                1200   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    26.0   ,              16   , 1.0120   ,
2018-01-25 16:49:08 ,             1050.5   ,             1502.3   ,               46.0   ,              27   ,                1200   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    26.0   ,              16   , 1.0120   ,
2018-01-25 16:49:09 ,             1050.5   ,             1502.3   ,               46.0   ,              27   ,                1201   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    26.0   ,              16   , 1.0120   ,
2018-01-25 16:49:10 ,             1050.5   ,             1502.3   ,               46.0   ,              27   ,                1200   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    26.0   ,              16   , 1.0120   ,
2018-01-25 16:49:11 ,             1050.5   ,             1502.3   ,               46.0   ,              27   ,                1201   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    26.0   ,              16   , 1.0120   ,
2018-01-25 16:49:12 ,             1050.5   ,             1502.3   ,               46.0   ,              27   ,                1199   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    26.0   ,              16   , 1.0120   ,
2018-01-25 16:49:13 ,             1050.5   ,             1502.3   ,               46.0   ,              27   ,                1200   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    26.0   ,              16   , 1.0120   ,
2018-01-25 16:49:14 ,             1050.5   ,             1502.3   ,               46.0   ,              27   ,                1201   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    25.9   ,              16   , 1.0120   ,
2018-01-25 16:49:15 ,             1050.5   ,             1502.3   ,               46.0   ,              27   ,                1199   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    25.9   ,              16   , 1.0120   ,
2018-01-25 16:49:16 ,             1050.5   ,             1502.3   ,               46.0   ,              27   ,                1200   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    26.0   ,              16   , 1.0120   ,
2018-01-25 16:49:17 ,             1050.5   ,             1502.3   ,               46.0   ,              27   ,                1200   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    26.0   ,              16   , 1.0120   ,
2018-01-25 16:49:18 ,             1050.5   ,             1502.3   ,               46.0   ,              27   ,                1201   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    25.9   ,              16   , 1.0120   ,
2018-01-25 16:49:19 ,             1050.5   ,             1502.3   ,               46.0   ,              27   ,                1200   ,           3578   ,          0   ,                        0   ,                   0   ,                    0   ,                    26.0   ,              16   , 1.0120   ,
