arch,model,n_batch,n_read,n,d_d1,n_word,p,d_cnn1,d_cnn2,d_d3,n_class,d_emb1,d_d2,k2,k1,n_params,gb,elapsed,end,start,epoch
/gpu:0,m1,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,83919749,40.64362049102783,0.3833796977996826,1516999016.2578485,1516999015.8744688,19
/cpu:0,m2,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,83927685,40.64740467071533,9.27290153503418,1516999197.7860768,1516999188.5131752,0
/cpu:0,m2,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,83927685,40.64740467071533,8.162834167480469,1516999205.948911,1516999197.7860768,1
/cpu:0,m2,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,83927685,40.64740467071533,7.968648910522461,1516999213.9175599,1516999205.948911,2
/cpu:0,m2,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,83927685,40.64740467071533,7.951632022857666,1516999221.869192,1516999213.9175599,3
/cpu:0,m2,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,83927685,40.64740467071533,7.9085915088653564,1516999229.7777834,1516999221.869192,4
/cpu:0,m2,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,83927685,40.64740467071533,7.847532749176025,1516999237.6253161,1516999229.7777834,5
/cpu:0,m2,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,83927685,40.64740467071533,7.890573263168335,1516999245.5158894,1516999237.6253161,6
/cpu:0,m2,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,83927685,40.64740467071533,7.859543085098267,1516999253.3754325,1516999245.5158894,7
/cpu:0,m2,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,83927685,40.64740467071533,8.036714792251587,1516999261.4121473,1516999253.3754325,8
/cpu:0,m2,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,83927685,40.64740467071533,8.150823593139648,1516999269.5629709,1516999261.4121473,9
/cpu:0,m2,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,83927685,40.64740467071533,7.863548517227173,1516999277.4265194,1516999269.5629709,10
/cpu:0,m2,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,83927685,40.64740467071533,7.919601202011108,1516999285.3461206,1516999277.4265194,11
/cpu:0,m2,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,83927685,40.64740467071533,8.079754829406738,1516999293.4258754,1516999285.3461206,12
/cpu:0,m2,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,83927685,40.64740467071533,7.970650672912598,1516999301.396526,1516999293.4258754,13
/cpu:0,m2,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,83927685,40.64740467071533,8.01669454574585,1516999309.4132206,1516999301.396526,14
/cpu:0,m2,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,83927685,40.64740467071533,8.073750495910645,1516999317.4869711,1516999309.4132206,15
/cpu:0,m2,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,83927685,40.64740467071533,8.035712480545044,1516999325.5226836,1516999317.4869711,16
/cpu:0,m2,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,83927685,40.64740467071533,7.998677968978882,1516999333.5213616,1516999325.5226836,17
/cpu:0,m2,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,83927685,40.64740467071533,8.16283392906189,1516999341.6841955,1516999333.5213616,18
/cpu:0,m2,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,83927685,40.64740467071533,7.912594556808472,1516999349.59679,1516999341.6841955,19
/gpu:0,m2,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,83927685,40.64740467071533,1.283231496810913,1516999180.782755,1516999179.4995234,0
/gpu:0,m2,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,83927685,40.64740467071533,0.38538217544555664,1516999181.168137,1516999180.782755,1
/gpu:0,m2,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,83927685,40.64740467071533,0.38636112213134766,1516999181.5544982,1516999181.168137,2
/gpu:0,m2,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,83927685,40.64740467071533,0.3863677978515625,1516999181.940866,1516999181.5544982,3
/gpu:0,m2,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,83927685,40.64740467071533,0.3873722553253174,1516999182.3282382,1516999181.940866,4
/gpu:0,m2,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,83927685,40.64740467071533,0.3863835334777832,1516999182.7146218,1516999182.3282382,5
/gpu:0,m2,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,83927685,40.64740467071533,0.384357213973999,1516999183.098979,1516999182.7146218,6
/gpu:0,m2,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,83927685,40.64740467071533,0.38237833976745605,1516999183.4813573,1516999183.098979,7
/gpu:0,m2,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,83927685,40.64740467071533,0.38637518882751465,1516999183.8677325,1516999183.4813573,8
/gpu:0,m2,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,83927685,40.64740467071533,0.3883655071258545,1516999184.256098,1516999183.8677325,9
/gpu:0,m2,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,83927685,40.64740467071533,0.38337063789367676,1516999184.6394687,1516999184.256098,10
/gpu:0,m2,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,83927685,40.64740467071533,0.38937830924987793,1516999185.028847,1516999184.6394687,11
/gpu:0,m2,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,83927685,40.64740467071533,0.38835692405700684,1516999185.417204,1516999185.028847,12
/gpu:0,m2,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,83927685,40.64740467071533,0.38537049293518066,1516999185.8025744,1516999185.417204,13
/gpu:0,m2,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,83927685,40.64740467071533,0.3843681812286377,1516999186.1869426,1516999185.8025744,14
/gpu:0,m2,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,83927685,40.64740467071533,0.39038991928100586,1516999186.5783343,1516999186.1879444,15
/gpu:0,m2,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,83927685,40.64740467071533,0.3813495635986328,1516999186.959684,1516999186.5783343,16
/gpu:0,m2,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,83927685,40.64740467071533,0.3873720169067383,1516999187.347056,1516999186.959684,17
/gpu:0,m2,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,83927685,40.64740467071533,0.3853740692138672,1516999187.733443,1516999187.348069,18
/gpu:0,m2,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,83927685,40.64740467071533,0.38535499572753906,1516999188.118798,1516999187.733443,19
/cpu:0,m3,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,83929605,40.64832019805908,9.176807165145874,1516999368.3728828,1516999359.1960757,0
/cpu:0,m3,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,83929605,40.64832019805908,7.870553731918335,1516999376.2444384,1516999368.3738847,1
/cpu:0,m3,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,83929605,40.64832019805908,7.929610729217529,1516999384.17505,1516999376.2454393,2
/cpu:0,m3,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,83929605,40.64832019805908,7.909591913223267,1516999392.084642,1516999384.17505,3
/cpu:0,m3,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,83929605,40.64832019805908,8.219890356063843,1516999400.3045323,1516999392.084642,4
/cpu:0,m3,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,83929605,40.64832019805908,8.12980318069458,1516999408.4343355,1516999400.3045323,5
/cpu:0,m3,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,83929605,40.64832019805908,8.011690139770508,1516999416.4460256,1516999408.4343355,6
/cpu:0,m3,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,83929605,40.64832019805908,7.950632572174072,1516999424.3966582,1516999416.4460256,7
/cpu:0,m3,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,83929605,40.64832019805908,8.01269006729126,1516999432.4093482,1516999424.3966582,8
/cpu:0,m3,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,83929605,40.64832019805908,7.873556137084961,1516999440.2839055,1516999432.4103494,9
/cpu:0,m3,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,83929605,40.64832019805908,7.904587268829346,1516999448.1884928,1516999440.2839055,10
/cpu:0,m3,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,83929605,40.64832019805908,7.925607919692993,1516999456.1151018,1516999448.189494,11
/cpu:0,m3,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,83929605,40.64832019805908,8.046724319458008,1516999464.1618261,1516999456.1151018,12
/cpu:0,m3,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,83929605,40.64832019805908,8.007685661315918,1516999472.1695118,1516999464.1618261,13
/cpu:0,m3,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,83929605,40.64832019805908,7.985665321350098,1516999480.155177,1516999472.1695118,14
/cpu:0,m3,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,83929605,40.64832019805908,7.852537631988525,1516999488.0087154,1516999480.1561778,15
/cpu:0,m3,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,83929605,40.64832019805908,8.03270959854126,1516999496.041425,1516999488.0087154,16
/cpu:0,m3,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,83929605,40.64832019805908,7.906588792800903,1516999503.9480138,1516999496.041425,17
/cpu:0,m3,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,83929605,40.64832019805908,8.013691425323486,1516999511.9617052,1516999503.9480138,18
/cpu:0,m3,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,83929605,40.64832019805908,7.915598392486572,1516999519.8773036,1516999511.9617052,19
/gpu:0,m3,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,83929605,40.64832019805908,1.2962288856506348,1516999351.38651,1516999350.090281,0
/gpu:0,m3,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,83929605,40.64832019805908,0.3873708248138428,1516999351.7738807,1516999351.38651,1
/gpu:0,m3,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,83929605,40.64832019805908,0.38837289810180664,1516999352.1622536,1516999351.7738807,2
/gpu:0,m3,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,83929605,40.64832019805908,0.3873710632324219,1516999352.5496247,1516999352.1622536,3
/gpu:0,m3,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,83929605,40.64832019805908,0.38941025733947754,1516999352.939035,1516999352.5496247,4
/gpu:0,m3,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,83929605,40.64832019805908,0.38842248916625977,1516999353.3274574,1516999352.939035,5
/gpu:0,m3,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,83929605,40.64832019805908,0.39035916328430176,1516999353.7178166,1516999353.3274574,6
/gpu:0,m3,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,83929605,40.64832019805908,0.3863825798034668,1516999354.1041992,1516999353.7178166,7
/gpu:0,m3,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,83929605,40.64832019805908,0.3853573799133301,1516999354.4895566,1516999354.1041992,8
/gpu:0,m3,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,83929605,40.64832019805908,0.38838982582092285,1516999354.8779464,1516999354.4895566,9
/gpu:0,m3,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,83929605,40.64832019805908,0.38837242126464844,1516999355.2663188,1516999354.8779464,10
/gpu:0,m3,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,83929605,40.64832019805908,0.38835644721984863,1516999355.6546752,1516999355.2663188,11
/gpu:0,m3,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,83929605,40.64832019805908,0.3863711357116699,1516999356.0410464,1516999355.6546752,12
/gpu:0,m3,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,83929605,40.64832019805908,0.38737058639526367,1516999356.428417,1516999356.0410464,13
/gpu:0,m3,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,83929605,40.64832019805908,0.38838982582092285,1516999356.8168068,1516999356.428417,14
/gpu:0,m3,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,83929605,40.64832019805908,0.3863551616668701,1516999357.203162,1516999356.8168068,15
/gpu:0,m3,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,83929605,40.64832019805908,0.38738298416137695,1516999357.590545,1516999357.203162,16
/gpu:0,m3,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,83929605,40.64832019805908,0.3893742561340332,1516999357.9799192,1516999357.590545,17
/gpu:0,m3,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,83929605,40.64832019805908,0.38536977767944336,1516999358.3662941,1516999357.9809244,18
/gpu:0,m3,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,83929605,40.64832019805908,0.3873560428619385,1516999358.7536502,1516999358.3662941,19
/cpu:0,m4,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,21017509,10.493245124816895,7.232911586761475,1516999536.2674484,1516999529.0345368,0
/cpu:0,m4,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,21017509,10.493245124816895,6.731543302536011,1516999542.9989917,1516999536.2674484,1
/cpu:0,m4,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,21017509,10.493245124816895,6.668503999710083,1516999549.6674957,1516999542.9989917,2
/cpu:0,m4,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,21017509,10.493245124816895,6.805370807647705,1516999556.4728665,1516999549.6674957,3
/cpu:0,m4,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,21017509,10.493245124816895,6.8370466232299805,1516999563.3099132,1516999556.4728665,4
/cpu:0,m4,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,21017509,10.493245124816895,6.763462066650391,1516999570.0733752,1516999563.3099132,5
/cpu:0,m4,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,21017509,10.493245124816895,6.728377342224121,1516999576.8017526,1516999570.0733752,6
/cpu:0,m4,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,21017509,10.493245124816895,6.720184326171875,1516999583.522938,1516999576.8027537,7
/cpu:0,m4,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,21017509,10.493245124816895,6.74964451789856,1516999590.2725825,1516999583.522938,8
/cpu:0,m4,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,21017509,10.493245124816895,6.735368967056274,1516999597.0079515,1516999590.2725825,9
/cpu:0,m4,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,21017509,10.493245124816895,6.754076957702637,1516999603.7620285,1516999597.0079515,10
/cpu:0,m4,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,21017509,10.493245124816895,6.664341926574707,1516999610.4263704,1516999603.7620285,11
/cpu:0,m4,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,21017509,10.493245124816895,6.667281866073608,1516999617.0936522,1516999610.4263704,12
/cpu:0,m4,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,21017509,10.493245124816895,6.6755335330963135,1516999623.7691858,1516999617.0936522,13
/cpu:0,m4,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,21017509,10.493245124816895,6.711333513259888,1516999630.4815204,1516999623.770187,14
/cpu:0,m4,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,21017509,10.493245124816895,6.687304735183716,1516999637.169826,1516999630.4825213,15
/cpu:0,m4,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,21017509,10.493245124816895,6.776342391967773,1516999643.9461684,1516999637.169826,16
/cpu:0,m4,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,21017509,10.493245124816895,6.8585898876190186,1516999650.8047583,1516999643.9461684,17
/cpu:0,m4,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,21017509,10.493245124816895,6.695905685424805,1516999657.5016656,1516999650.80576,18
/cpu:0,m4,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,21017509,10.493245124816895,6.680343866348267,1516999664.1820095,1516999657.5016656,19
/gpu:0,m4,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,21017509,10.493245124816895,1.7736403942108154,1516999522.1374228,1516999520.3637824,0
/gpu:0,m4,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,21017509,10.493245124816895,0.34056878089904785,1516999522.4779916,1516999522.1374228,1
/gpu:0,m4,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,21017509,10.493245124816895,0.3393123149871826,1516999522.817304,1516999522.4779916,2
/gpu:0,m4,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,21017509,10.493245124816895,0.34032726287841797,1516999523.1576312,1516999522.817304,3
/gpu:0,m4,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,21017509,10.493245124816895,0.340557336807251,1516999523.4981885,1516999523.1576312,4
/gpu:0,m4,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,21017509,10.493245124816895,0.34032559394836426,1516999523.8395035,1516999523.499178,5
/gpu:0,m4,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,21017509,10.493245124816895,0.34032726287841797,1516999524.1798308,1516999523.8395035,6
/gpu:0,m4,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,21017509,10.493245124816895,0.3393549919128418,1516999524.5191858,1516999524.1798308,7
/gpu:0,m4,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,21017509,10.493245124816895,0.33832573890686035,1516999524.8575115,1516999524.5191858,8
/gpu:0,m4,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,21017509,10.493245124816895,0.3443305492401123,1516999525.201842,1516999524.8575115,9
/gpu:0,m4,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,21017509,10.493245124816895,0.34332895278930664,1516999525.545171,1516999525.201842,10
/gpu:0,m4,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,21017509,10.493245124816895,0.3393380641937256,1516999525.884509,1516999525.545171,11
/gpu:0,m4,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,21017509,10.493245124816895,0.34032654762268066,1516999526.2248356,1516999525.884509,12
/gpu:0,m4,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,21017509,10.493245124816895,0.3403143882751465,1516999526.56515,1516999526.2248356,13
/gpu:0,m4,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,21017509,10.493245124816895,0.340343713760376,1516999526.9054937,1516999526.56515,14
/gpu:0,m4,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,21017509,10.493245124816895,0.34032177925109863,1516999527.2458155,1516999526.9054937,15
/gpu:0,m4,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,21017509,10.493245124816895,0.33832645416259766,1516999527.5851316,1516999527.2468052,16
/gpu:0,m4,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,21017509,10.493245124816895,0.34032344818115234,1516999527.925455,1516999527.5851316,17
/gpu:0,m4,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,21017509,10.493245124816895,0.34032630920410156,1516999528.2667832,1516999527.926457,18
/gpu:0,m4,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,21017509,10.493245124816895,0.34033894538879395,1516999528.6071222,1516999528.2667832,19
/cpu:0,m5,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,21025445,10.497029304504395,7.269978046417236,1516999679.6773183,1516999672.4073403,0
/cpu:0,m5,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,21025445,10.497029304504395,6.705435752868652,1516999686.382754,1516999679.6773183,1
/cpu:0,m5,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,21025445,10.497029304504395,6.736466407775879,1516999693.1192205,1516999686.382754,2
/cpu:0,m5,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,21025445,10.497029304504395,6.702432870864868,1516999699.8216534,1516999693.1192205,3
/cpu:0,m5,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,21025445,10.497029304504395,6.677409410476685,1516999706.4990628,1516999699.8216534,4
/cpu:0,m5,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,21025445,10.497029304504395,6.7304604053497314,1516999713.2295232,1516999706.4990628,5
/cpu:0,m5,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,21025445,10.497029304504395,6.730459928512573,1516999719.959983,1516999713.2295232,6
/cpu:0,m5,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,21025445,10.497029304504395,6.717447996139526,1516999726.677431,1516999719.959983,7
/cpu:0,m5,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,21025445,10.497029304504395,6.696427345275879,1516999733.3738585,1516999726.677431,8
/cpu:0,m5,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,21025445,10.497029304504395,6.741470813751221,1516999740.1153293,1516999733.3738585,9
/cpu:0,m5,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,21025445,10.497029304504395,6.731461048126221,1516999746.8467903,1516999740.1153293,10
/cpu:0,m5,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,21025445,10.497029304504395,6.699429988861084,1516999753.5462203,1516999746.8467903,11
/cpu:0,m5,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,21025445,10.497029304504395,6.724454641342163,1516999760.270675,1516999753.5462203,12
/cpu:0,m5,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,21025445,10.497029304504395,6.672405958175659,1516999766.943081,1516999760.270675,13
/cpu:0,m5,128,40,500,128,257,1280,32,32,32,5,128,64,3,3,21025445,10.497029304504395,6.73846697807312,1516999773.6815479,1516999766.943081,14
